image_id,label,original_image_path,original_mask_path,selected_image_path,selected_mask_path,height,width,n_pixels,image_mean,image_std,image_min,image_max,image_median,image_p05,image_p95,dynamic_range,image_skewness,image_kurtosis_excess,lesion_area_px,lesion_area_fraction,lesion_mean,lesion_std,lesion_min,lesion_max,background_mean,background_std,background_min,background_max,lesion_background_contrast
benign (103),benign,data\raw\benign\benign (103).png,data\raw\benign\benign (103)_mask.png,data\selected\busi_subset\benign\images\benign_103.png,data\selected\busi_subset\benign\masks\benign_103_mask.png,585,766,448110,89.76123046875,55.682106018066406,0.0,255.0,92.0,5.0,181.0,255.0,0.13534575700759888,-0.9314589500427246,49587,0.11065809734217046,13.466211318969727,17.477096557617188,0.0,184.0,99.25436401367188,51.321311950683594,0.0,255.0,0.864326254453073
malignant (32),malignant,data\raw\malignant\malignant (32).png,data\raw\malignant\malignant (32)_mask.png,data\selected\busi_subset\malignant\images\malignant_32.png,data\selected\busi_subset\malignant\masks\malignant_32_mask.png,492,557,274044,80.81986999511719,60.9373893737793,0.0,255.0,73.0,4.0,187.0,255.0,0.4739210307598114,-0.825164794921875,43141,0.1574236254032199,41.94116973876953,42.737422943115234,0.0,212.0,88.08381652832031,61.07965850830078,0.0,255.0,0.5238493131082339
benign (191),benign,data\raw\benign\benign (191).png,data\raw\benign\benign (191)_mask.png,data\selected\busi_subset\benign\images\benign_191.png,data\selected\busi_subset\benign\masks\benign_191_mask.png,463,549,254187,64.40684509277344,53.7918815612793,0.0,255.0,47.0,6.0,169.0,255.0,0.8736918568611145,-0.15972113609313965,4093,0.016102318371907298,47.779136657714844,31.609378814697266,3.0,196.0,64.67897033691406,54.03675842285156,0.0,255.0,0.2612879207655095
benign (82),benign,data\raw\benign\benign (82).png,data\raw\benign\benign (82)_mask.png,data\selected\busi_subset\benign\images\benign_82.png,data\selected\busi_subset\benign\masks\benign_82_mask.png,458,656,300448,57.26210021972656,46.95243835449219,0.0,255.0,57.0,1.0,143.0,255.0,0.5841375589370728,-0.19902658462524414,14515,0.048311188624986685,22.801515579223633,27.807025909423828,0.0,222.0,59.01144790649414,47.0515251159668,0.0,255.0,0.6136086065624151
malignant (172),malignant,data\raw\malignant\malignant (172).png,data\raw\malignant\malignant (172)_mask.png,data\selected\busi_subset\malignant\images\malignant_172.png,data\selected\busi_subset\malignant\masks\malignant_172_mask.png,469,602,282338,74.78829193115234,46.846405029296875,0.0,255.0,69.0,11.0,158.0,255.0,0.49803096055984497,-0.3759760856628418,18664,0.06610516473163372,59.24517822265625,28.818588256835938,4.0,190.0,75.88847351074219,47.674198150634766,0.0,255.0,0.21931255849462986
benign (142),benign,data\raw\benign\benign (142).png,data\raw\benign\benign (142)_mask.png,data\selected\busi_subset\benign\images\benign_142.png,data\selected\busi_subset\benign\masks\benign_142_mask.png,582,785,456870,102.54810333251953,54.320247650146484,0.0,255.0,101.0,21.0,192.0,255.0,0.16123196482658386,-0.8997275829315186,4471,0.00978615361043623,72.3451156616211,42.9344367980957,6.0,248.0,102.84664916992188,54.33717346191406,0.0,255.0,0.2965729438101656
benign (129),benign,data\raw\benign\benign (129).png,data\raw\benign\benign (129)_mask.png,data\selected\busi_subset\benign\images\benign_129.png,data\selected\busi_subset\benign\masks\benign_129_mask.png,587,775,454925,103.49838256835938,63.92774200439453,0.0,255.0,113.0,13.0,200.0,255.0,-0.0014055888168513775,-1.3058933019638062,6490,0.014266087816673078,51.30447006225586,41.83085632324219,0.0,215.0,104.2537841796875,63.87942886352539,0.0,255.0,0.5078886539129507
benign (285),benign,data\raw\benign\benign (285).png,data\raw\benign\benign (285)_mask.png,data\selected\busi_subset\benign\images\benign_285.png,data\selected\busi_subset\benign\masks\benign_285_mask.png,494,625,308750,55.0399284362793,57.776668548583984,0.0,255.0,37.0,1.0,172.0,255.0,0.9226783514022827,-0.0075495243072509766,18127,0.05871093117408907,53.019474029541016,38.655635833740234,0.0,243.0,55.16594314575195,58.76122283935547,0.0,255.0,0.03890931602765742
benign (224),benign,data\raw\benign\benign (224).png,data\raw\benign\benign (224)_mask.png,data\selected\busi_subset\benign\images\benign_224.png,data\selected\busi_subset\benign\masks\benign_224_mask.png,469,568,266392,102.41232299804688,53.027259826660156,0.0,255.0,111.0,20.0,185.0,255.0,0.007897402159869671,-0.8432261943817139,33419,0.12545046397789725,146.749755859375,27.650070190429688,81.0,255.0,96.05229187011719,52.755462646484375,0.0,255.0,-0.5278110807864251
benign (124),benign,data\raw\benign\benign (124).png,data\raw\benign\benign (124)_mask.png,data\selected\busi_subset\benign\images\benign_124.png,data\selected\busi_subset\benign\masks\benign_124_mask.png,614,645,396030,80.26415252685547,34.01903533935547,0.0,218.0,72.0,38.0,147.0,218.0,0.770806610584259,-0.03856086730957031,7566,0.019104613286872206,54.46378707885742,27.249727249145508,0.0,157.0,80.76663208007812,33.94341278076172,0.0,218.0,0.3256647494213382
malignant (24),malignant,data\raw\malignant\malignant (24).png,data\raw\malignant\malignant (24)_mask.png,data\selected\busi_subset\malignant\images\malignant_24.png,data\selected\busi_subset\malignant\masks\malignant_24_mask.png,462,564,260568,103.23626708984375,69.55018615722656,0.0,255.0,95.0,13.0,216.0,255.0,0.2799108624458313,-1.1765393018722534,55605,0.21339918946301925,56.61623764038086,41.176307678222656,0.0,254.0,115.88395690917969,70.28485870361328,0.0,255.0,0.5114402445727115
benign (311),benign,data\raw\benign\benign (311).png,data\raw\benign\benign (311)_mask.png,data\selected\busi_subset\benign\images\benign_311.png,data\selected\busi_subset\benign\masks\benign_311_mask.png,496,549,272304,57.25979232788086,34.49097442626953,0.0,255.0,52.0,11.0,123.0,255.0,0.9509687423706055,1.223444938659668,38994,0.14320024678300722,55.85423278808594,36.17308044433594,0.0,217.0,57.49470901489258,34.196136474609375,0.0,255.0,0.028532646823143142
malignant (160),malignant,data\raw\malignant\malignant (160).png,data\raw\malignant\malignant (160)_mask.png,data\selected\busi_subset\malignant\images\malignant_160.png,data\selected\busi_subset\malignant\masks\malignant_160_mask.png,587,626,367462,88.65213012695312,67.5413589477539,0.0,255.0,83.0,1.0,194.0,255.0,0.16208516061306,-1.321168065071106,76548,0.20831541764862763,60.086429595947266,32.73319625854492,0.0,176.0,96.16858673095703,72.1737060546875,0.0,255.0,0.37519691572677355
benign (56),benign,data\raw\benign\benign (56).png,data\raw\benign\benign (56)_mask.png,data\selected\busi_subset\benign\images\benign_56.png,data\selected\busi_subset\benign\masks\benign_56_mask.png,711,806,573066,58.37759017944336,35.88740539550781,0.0,255.0,52.0,14.0,130.0,255.0,1.013988733291626,1.1032285690307617,34453,0.06012047477951929,28.582561492919922,36.405128479003906,0.0,209.0,60.28345489501953,35.0013427734375,0.0,255.0,0.5258639116163201
benign (366),benign,data\raw\benign\benign (366).png,data\raw\benign\benign (366)_mask.png,data\selected\busi_subset\benign\images\benign_366.png,data\selected\busi_subset\benign\masks\benign_366_mask.png,463,562,260206,115.6863021850586,60.9760627746582,0.0,255.0,116.0,33.0,212.0,255.0,0.170689195394516,-1.1686152219772339,18429,0.07082465431235252,101.84833526611328,42.49374771118164,27.0,255.0,116.74109649658203,62.033363342285156,0.0,255.0,0.12757085273418753
benign (96),benign,data\raw\benign\benign (96).png,data\raw\benign\benign (96)_mask.png,data\selected\busi_subset\benign\images\benign_96.png,data\selected\busi_subset\benign\masks\benign_96_mask.png,574,767,440258,92.48369598388672,62.31990432739258,0.0,255.0,99.0,6.0,193.0,255.0,0.10974790155887604,-1.173680067062378,60695,0.1378623443526296,37.296302795410156,33.50503921508789,0.0,214.0,101.30854797363281,61.32213592529297,0.0,255.0,0.6318543346269688
benign (69),benign,data\raw\benign\benign (69).png,data\raw\benign\benign (69)_mask.png,data\selected\busi_subset\benign\images\benign_69.png,data\selected\busi_subset\benign\masks\benign_69_mask.png,719,811,583109,64.1351547241211,40.08427047729492,0.0,255.0,57.0,12.0,138.0,255.0,0.7206487059593201,0.16046690940856934,5174,0.008873126636700857,40.54329299926758,28.877906799316406,6.0,164.0,64.34634399414062,40.107852935791016,0.0,255.0,0.3699207991263862
malignant (169),malignant,data\raw\malignant\malignant (169).png,data\raw\malignant\malignant (169)_mask.png,data\selected\busi_subset\malignant\images\malignant_169.png,data\selected\busi_subset\malignant\masks\malignant_169_mask.png,463,557,257891,103.09497833251953,58.881683349609375,0.0,255.0,98.0,21.0,199.0,255.0,0.23116227984428406,-1.0389783382415771,1305,0.005060277404019527,107.0574722290039,36.907264709472656,58.0,233.0,103.07482147216797,58.971839904785156,0.0,255.0,-0.03863844438018202
benign (228),benign,data\raw\benign\benign (228).png,data\raw\benign\benign (228)_mask.png,data\selected\busi_subset\benign\images\benign_228.png,data\selected\busi_subset\benign\masks\benign_228_mask.png,469,563,264047,89.02128601074219,57.89305877685547,0.0,255.0,91.0,10.0,190.0,255.0,0.32597193121910095,-0.7298657894134521,30588,0.11584301279696417,118.62027740478516,35.834136962890625,40.0,255.0,85.14320373535156,59.09879684448242,0.0,255.0,-0.39318550626257465
benign (156),benign,data\raw\benign\benign (156).png,data\raw\benign\benign (156)_mask.png,data\selected\busi_subset\benign\images\benign_156.png,data\selected\busi_subset\benign\masks\benign_156_mask.png,581,887,515347,99.14981079101562,56.83293151855469,0.0,255.0,104.0,14.0,192.0,255.0,0.08514347672462463,-0.9617736339569092,9573,0.018575833370525104,37.50099182128906,33.17431640625,0.0,172.0,100.3166732788086,56.54194259643555,0.0,255.0,0.6261738891268367
malignant (144),malignant,data\raw\malignant\malignant (144).png,data\raw\malignant\malignant (144)_mask.png,data\selected\busi_subset\malignant\images\malignant_144.png,data\selected\busi_subset\malignant\masks\malignant_144_mask.png,470,544,255680,70.24552917480469,54.738338470458984,0.0,255.0,62.0,1.0,160.0,255.0,0.31281426548957825,-1.0516105890274048,66146,0.2587061952440551,25.573745727539062,35.09944534301758,0.0,196.0,85.83563232421875,51.696502685546875,0.0,255.0,0.7020614278466266
benign (219),benign,data\raw\benign\benign (219).png,data\raw\benign\benign (219)_mask.png,data\selected\busi_subset\benign\images\benign_219.png,data\selected\busi_subset\benign\masks\benign_219_mask.png,396,608,240768,70.51536560058594,47.900482177734375,0.0,246.0,61.0,11.0,162.0,246.0,0.6923022866249084,-0.2803223133087158,6119,0.025414506911217438,93.63916015625,31.027170181274414,38.0,201.0,69.91236114501953,48.11317825317383,0.0,246.0,-0.33937916870837864
malignant (83),malignant,data\raw\malignant\malignant (83).png,data\raw\malignant\malignant (83)_mask.png,data\selected\busi_subset\malignant\images\malignant_83.png,data\selected\busi_subset\malignant\masks\malignant_83_mask.png,616,654,402864,71.3393783569336,34.998329162597656,0.0,241.0,64.0,26.0,138.0,241.0,0.9631808400154114,1.1569128036499023,20991,0.05210443226498272,39.82654571533203,36.93852233886719,0.0,239.0,73.07160949707031,34.05323791503906,0.0,241.0,0.4549655332078259
malignant (189),malignant,data\raw\malignant\malignant (189).png,data\raw\malignant\malignant (189)_mask.png,data\selected\busi_subset\malignant\images\malignant_189.png,data\selected\busi_subset\malignant\masks\malignant_189_mask.png,400,433,173200,74.89482116699219,32.26106643676758,0.0,255.0,68.0,39.0,134.0,255.0,1.6981555223464966,4.075240135192871,2832,0.016351039260969976,55.824153900146484,23.342817306518555,20.0,171.0,75.21183013916016,32.29355239868164,0.0,255.0,0.2577742916315694
benign (158),benign,data\raw\benign\benign (158).png,data\raw\benign\benign (158)_mask.png,data\selected\busi_subset\benign\images\benign_158.png,data\selected\busi_subset\benign\masks\benign_158_mask.png,464,556,257984,55.06172180175781,48.88207244873047,0.0,255.0,32.0,10.0,159.0,255.0,1.250778079032898,0.732506513595581,36491,0.14144675638799306,32.20048904418945,27.261808395385742,0.0,231.0,58.8281135559082,50.60027313232422,0.0,255.0,0.4526343426240658
benign (112),benign,data\raw\benign\benign (112).png,data\raw\benign\benign (112)_mask.png,data\selected\busi_subset\benign\images\benign_112.png,data\selected\busi_subset\benign\masks\benign_112_mask.png,612,652,399024,53.883113861083984,37.93474578857422,0.0,240.0,50.0,1.0,125.0,240.0,0.7300015687942505,0.574054479598999,4986,0.01249548899314327,72.65162658691406,46.325157165527344,24.0,240.0,53.6456298828125,37.756927490234375,0.0,238.0,-0.35428788406579986
benign (244),benign,data\raw\benign\benign (244).png,data\raw\benign\benign (244)_mask.png,data\selected\busi_subset\benign\images\benign_244.png,data\selected\busi_subset\benign\masks\benign_244_mask.png,475,561,266475,95.12848663330078,40.33479309082031,0.0,255.0,90.0,41.0,172.0,255.0,0.8578404784202576,0.8504676818847656,5479,0.020561028239046816,88.23945617675781,38.542724609375,17.0,236.0,95.27313995361328,40.35895919799805,0.0,255.0,0.07382651374292665
benign (136),benign,data\raw\benign\benign (136).png,data\raw\benign\benign (136)_mask.png,data\selected\busi_subset\benign\images\benign_136.png,data\selected\busi_subset\benign\masks\benign_136_mask.png,581,886,514766,97.52941131591797,55.298606872558594,0.0,255.0,99.0,6.0,189.0,255.0,0.06487321853637695,-0.7402501106262207,16264,0.03159493828263716,23.810009002685547,28.938974380493164,0.0,173.0,99.93456268310547,54.288936614990234,0.0,255.0,0.7617440015642536
malignant (163),malignant,data\raw\malignant\malignant (163).png,data\raw\malignant\malignant (163)_mask.png,data\selected\busi_subset\malignant\images\malignant_163.png,data\selected\busi_subset\malignant\masks\malignant_163_mask.png,570,643,366510,91.27034759521484,49.21751403808594,0.0,255.0,86.0,1.0,189.0,255.0,0.37314584851264954,0.06214499473571777,167411,0.4567706201740744,83.49913024902344,27.01217269897461,12.0,210.0,97.80471801757812,61.255088806152344,0.0,255.0,0.14626684741855625
benign (57),benign,data\raw\benign\benign (57).png,data\raw\benign\benign (57)_mask.png,data\selected\busi_subset\benign\images\benign_57.png,data\selected\busi_subset\benign\masks\benign_57_mask.png,470,555,260850,52.99524688720703,48.739234924316406,0.0,255.0,39.0,1.0,152.0,255.0,1.0633652210235596,0.5027816295623779,3536,0.013555683342917386,23.452205657958984,30.76378631591797,0.0,140.0,53.40122604370117,48.81591033935547,0.0,255.0,0.5608302018314139
benign (273),benign,data\raw\benign\benign (273).png,data\raw\benign\benign (273)_mask.png,data\selected\busi_subset\benign\images\benign_273.png,data\selected\busi_subset\benign\masks\benign_273_mask.png,469,560,262640,104.75997924804688,61.997535705566406,0.0,255.0,111.0,18.0,207.0,255.0,0.14193059504032135,-0.9850611686706543,27561,0.1049383186110265,153.09716796875,22.636667251586914,85.0,255.0,99.09284973144531,62.67542266845703,0.0,255.0,-0.5449870336579646
benign (3),benign,data\raw\benign\benign (3).png,data\raw\benign\benign (3)_mask.png,data\selected\busi_subset\benign\images\benign_3.png,data\selected\busi_subset\benign\masks\benign_3_mask.png,471,558,262818,113.44798278808594,59.4222297668457,0.0,255.0,116.0,23.0,210.0,255.0,0.11723921447992325,-0.9291384220123291,7022,0.02671810910972612,62.28211212158203,29.4523983001709,13.0,202.0,114.85256958007812,59.416160583496094,0.0,255.0,0.4577212129090889
benign (147),benign,data\raw\benign\benign (147).png,data\raw\benign\benign (147)_mask.png,data\selected\busi_subset\benign\images\benign_147.png,data\selected\busi_subset\benign\masks\benign_147_mask.png,463,564,261132,93.45814514160156,55.74369430541992,0.0,255.0,89.0,20.0,194.0,255.0,0.4363217055797577,-0.7185869216918945,3721,0.0142494983380053,86.28352355957031,33.88521194458008,33.0,193.0,93.56183624267578,55.99039840698242,0.0,255.0,0.07779146898581007
benign (410),benign,data\raw\benign\benign (410).png,data\raw\benign\benign (410)_mask.png,data\selected\busi_subset\benign\images\benign_410.png,data\selected\busi_subset\benign\masks\benign_410_mask.png,468,558,261144,108.58148193359375,50.28115463256836,0.0,255.0,103.0,26.0,196.0,255.0,0.23375841975212097,-0.5355422496795654,31697,0.12137747756027326,123.8139877319336,31.305707931518555,58.0,255.0,106.4771957397461,52.01520538330078,0.0,255.0,-0.16282164335858593
benign (372),benign,data\raw\benign\benign (372).png,data\raw\benign\benign (372)_mask.png,data\selected\busi_subset\benign\images\benign_372.png,data\selected\busi_subset\benign\masks\benign_372_mask.png,469,544,255136,111.51302337646484,65.92658996582031,0.0,255.0,108.0,21.0,212.0,255.0,0.1326005607843399,-1.3153163194656372,19410,0.07607707262009282,91.68768310546875,38.52314758300781,19.0,255.0,113.14544677734375,67.43122863769531,0.0,255.0,0.18964761093926077
benign (331),benign,data\raw\benign\benign (331).png,data\raw\benign\benign (331)_mask.png,data\selected\busi_subset\benign\images\benign_331.png,data\selected\busi_subset\benign\masks\benign_331_mask.png,527,695,366265,74.56194305419922,36.20615768432617,0.0,251.0,70.0,22.0,142.0,251.0,0.8811391592025757,1.6688923835754395,6488,0.017713950281899718,39.68079376220703,58.53813171386719,0.0,246.0,75.19097900390625,35.360904693603516,0.0,251.0,0.47226656318880705
malignant (135),malignant,data\raw\malignant\malignant (135).png,data\raw\malignant\malignant (135)_mask.png,data\selected\busi_subset\malignant\images\malignant_135.png,data\selected\busi_subset\malignant\masks\malignant_135_mask.png,571,933,532743,87.93521881103516,43.69841766357422,0.0,239.0,84.0,20.0,166.0,239.0,0.3303324282169342,-0.3806116580963135,38263,0.07182262366657094,58.89240264892578,40.37471008300781,0.0,179.0,90.18254089355469,43.137630462646484,0.0,239.0,0.3469644781698046
malignant (13),malignant,data\raw\malignant\malignant (13).png,data\raw\malignant\malignant (13)_mask.png,data\selected\busi_subset\malignant\images\malignant_13.png,data\selected\busi_subset\malignant\masks\malignant_13_mask.png,393,468,183924,88.48323822021484,43.228729248046875,0.0,255.0,85.0,28.0,173.0,255.0,0.6887722015380859,0.28138113021850586,15446,0.08398033970553055,96.13362884521484,31.79062843322754,36.0,246.0,87.78185272216797,44.06283950805664,0.0,255.0,-0.09514239974552664
malignant (97),malignant,data\raw\malignant\malignant (97).png,data\raw\malignant\malignant (97)_mask.png,data\selected\busi_subset\malignant\images\malignant_97.png,data\selected\busi_subset\malignant\masks\malignant_97_mask.png,486,583,283338,86.19193267822266,54.68598937988281,0.0,255.0,98.0,2.0,173.0,255.0,0.040761422365903854,-0.8249750137329102,51487,0.18171583056279073,103.47608184814453,33.84568405151367,14.0,255.0,82.35363006591797,57.6125602722168,0.0,255.0,-0.2564847689501332
benign (349),benign,data\raw\benign\benign (349).png,data\raw\benign\benign (349)_mask.png,data\selected\busi_subset\benign\images\benign_349.png,data\selected\busi_subset\benign\masks\benign_349_mask.png,471,555,261405,77.30362701416016,66.14591979980469,0.0,255.0,56.0,9.0,200.0,255.0,0.7459318041801453,-0.6683769226074219,4667,0.017853522312121037,110.88622283935547,26.47663688659668,60.0,239.0,76.69315338134766,66.49211883544922,0.0,255.0,-0.44584252890904597
benign (286),benign,data\raw\benign\benign (286).png,data\raw\benign\benign (286)_mask.png,data\selected\busi_subset\benign\images\benign_286.png,data\selected\busi_subset\benign\masks\benign_286_mask.png,490,620,303800,38.66987228393555,44.20185852050781,0.0,244.0,23.0,1.0,126.0,244.0,1.2268956899642944,1.160438060760498,38246,0.12589203423304807,58.649635314941406,37.336204528808594,2.0,242.0,35.79231643676758,44.36955642700195,0.0,244.0,-0.6386096555714288
benign (249),benign,data\raw\benign\benign (249).png,data\raw\benign\benign (249)_mask.png,data\selected\busi_subset\benign\images\benign_249.png,data\selected\busi_subset\benign\masks\benign_249_mask.png,395,465,183675,77.9590072631836,56.77154541015625,0.0,255.0,75.0,8.0,182.0,255.0,0.5263012051582336,-0.46415042877197266,9112,0.04960936436640806,107.54631042480469,29.401931762695312,25.0,240.0,76.41458129882812,57.42856216430664,0.0,255.0,-0.40740561019575905
malignant (30),malignant,data\raw\malignant\malignant (30).png,data\raw\malignant\malignant (30)_mask.png,data\selected\busi_subset\malignant\images\malignant_30.png,data\selected\busi_subset\malignant\masks\malignant_30_mask.png,468,573,268164,60.866493225097656,57.08808517456055,0.0,255.0,37.0,1.0,173.0,255.0,0.9803472757339478,-0.11558747291564941,70413,0.26257439477334765,35.717552185058594,42.10361862182617,0.0,217.0,69.82125091552734,59.01607131958008,0.0,255.0,0.4884429636880095
benign (78),benign,data\raw\benign\benign (78).png,data\raw\benign\benign (78)_mask.png,data\selected\busi_subset\benign\images\benign_78.png,data\selected\busi_subset\benign\masks\benign_78_mask.png,576,777,447552,101.49451446533203,55.445556640625,0.0,255.0,107.0,16.0,195.0,255.0,0.0734269842505455,-0.8056900501251221,5828,0.013021950521950522,37.351749420166016,40.05519485473633,0.0,188.0,102.34083557128906,55.1235237121582,0.0,255.0,0.6350259481661393
malignant (149),malignant,data\raw\malignant\malignant (149).png,data\raw\malignant\malignant (149)_mask.png,data\selected\busi_subset\malignant\images\malignant_149.png,data\selected\busi_subset\malignant\masks\malignant_149_mask.png,572,763,436436,90.49788665771484,63.85296630859375,0.0,255.0,73.0,12.0,194.0,255.0,0.35774508118629456,-1.2627230882644653,34306,0.07860488135717493,60.51827621459961,22.408763885498047,12.0,190.0,93.0554428100586,65.56657409667969,0.0,255.0,0.3496535571635088
benign (199),benign,data\raw\benign\benign (199).png,data\raw\benign\benign (199)_mask.png,data\selected\busi_subset\benign\images\benign_199.png,data\selected\busi_subset\benign\masks\benign_199_mask.png,473,556,262988,93.71101379394531,47.09679412841797,0.0,255.0,88.0,30.0,186.0,255.0,0.7195214033126831,0.18021655082702637,48810,0.1855978219538534,77.05240631103516,34.50828170776367,10.0,232.0,97.50743103027344,48.72951126098633,0.0,255.0,0.20977913684127064
malignant (4),malignant,data\raw\malignant\malignant (4).png,data\raw\malignant\malignant (4)_mask.png,data\selected\busi_subset\malignant\images\malignant_4.png,data\selected\busi_subset\malignant\masks\malignant_4_mask.png,473,432,204336,99.25019836425781,64.02395629882812,0.0,255.0,109.0,17.0,187.0,255.0,0.0034804423339664936,-1.5399328470230103,13990,0.06846566439589695,96.56840515136719,42.369293212890625,22.0,255.0,99.44731140136719,65.32864379882812,0.0,255.0,0.028949060654755224
benign (67),benign,data\raw\benign\benign (67).png,data\raw\benign\benign (67)_mask.png,data\selected\busi_subset\benign\images\benign_67.png,data\selected\busi_subset\benign\masks\benign_67_mask.png,467,516,240972,90.90470123291016,58.694026947021484,0.0,255.0,96.0,5.0,195.0,255.0,0.2589632570743561,-0.6461958885192871,44240,0.18358979466494033,42.150970458984375,44.31083679199219,0.0,219.0,101.8681869506836,55.88775634765625,0.0,255.0,0.5862204705257718
benign (10),benign,data\raw\benign\benign (10).png,data\raw\benign\benign (10)_mask.png,data\selected\busi_subset\benign\images\benign_10.png,data\selected\busi_subset\benign\masks\benign_10_mask.png,585,683,399555,103.24071502685547,58.32429122924805,0.0,255.0,104.0,2.0,202.0,255.0,0.20004135370254517,-0.4434976577758789,32918,0.08238665515385867,9.815025329589844,19.64455795288086,0.0,217.0,111.62885284423828,53.089256286621094,0.0,255.0,0.9120744763685245
malignant (6),malignant,data\raw\malignant\malignant (6).png,data\raw\malignant\malignant (6)_mask.png,data\selected\busi_subset\malignant\images\malignant_6.png,data\selected\busi_subset\malignant\masks\malignant_6_mask.png,478,432,206496,95.86723327636719,64.1637954711914,0.0,255.0,99.0,15.0,188.0,255.0,0.10050459206104279,-1.4611884355545044,12527,0.060664613358128006,68.29320526123047,36.604679107666016,7.0,230.0,97.64802551269531,65.14651489257812,0.0,255.0,0.30061867707342643
malignant (36),malignant,data\raw\malignant\malignant (36).png,data\raw\malignant\malignant (36)_mask.png,data\selected\busi_subset\malignant\images\malignant_36.png,data\selected\busi_subset\malignant\masks\malignant_36_mask.png,494,623,307762,52.044612884521484,43.4494514465332,0.0,255.0,30.0,12.0,135.0,255.0,1.1806232929229736,0.8656125068664551,30470,0.09900507535043312,71.21749114990234,33.2816162109375,8.0,199.0,49.93781661987305,43.917572021484375,0.0,255.0,-0.4261234464403814
benign (174),benign,data\raw\benign\benign (174).png,data\raw\benign\benign (174)_mask.png,data\selected\busi_subset\benign\images\benign_174.png,data\selected\busi_subset\benign\masks\benign_174_mask.png,490,556,272440,64.3626937866211,62.5915412902832,0.0,255.0,45.0,1.0,181.0,255.0,0.7422986626625061,-0.6298913955688477,25662,0.09419321685508736,32.23973083496094,33.3195686340332,0.0,213.0,67.70309448242188,63.96238327026367,0.0,255.0,0.5238071304322791
benign (29),benign,data\raw\benign\benign (29).png,data\raw\benign\benign (29)_mask.png,data\selected\busi_subset\benign\images\benign_29.png,data\selected\busi_subset\benign\masks\benign_29_mask.png,462,561,259182,56.16557312011719,51.70164489746094,0.0,255.0,48.0,1.0,151.0,255.0,0.7908558249473572,0.024878263473510742,1415,0.005459484069109738,46.40918731689453,32.91853332519531,3.0,176.0,56.21913146972656,51.78087615966797,0.0,255.0,0.17449476529835115
benign (130),benign,data\raw\benign\benign (130).png,data\raw\benign\benign (130)_mask.png,data\selected\busi_subset\benign\images\benign_130.png,data\selected\busi_subset\benign\masks\benign_130_mask.png,474,558,264492,81.1875,55.738548278808594,0.0,255.0,73.0,2.0,181.0,255.0,0.453360378742218,-0.6610291004180908,14986,0.056659558701208354,13.87942123413086,23.694433212280273,0.0,208.0,85.23017120361328,54.50886917114258,0.0,255.0,0.8371536622947205
malignant (178),malignant,data\raw\malignant\malignant (178).png,data\raw\malignant\malignant (178)_mask.png,data\selected\busi_subset\malignant\images\malignant_178.png,data\selected\busi_subset\malignant\masks\malignant_178_mask.png,467,562,262454,43.135353088378906,37.42742156982422,0.0,225.0,32.0,1.0,117.0,225.0,0.9268404245376587,0.06702232360839844,23054,0.08784015484618257,43.89988708496094,35.540252685546875,0.0,188.0,43.061729431152344,37.60333251953125,0.0,225.0,-0.01946409641893297
malignant (104),malignant,data\raw\malignant\malignant (104).png,data\raw\malignant\malignant (104)_mask.png,data\selected\busi_subset\malignant\images\malignant_104.png,data\selected\busi_subset\malignant\masks\malignant_104_mask.png,494,554,273676,105.51913452148438,62.317562103271484,0.0,255.0,113.0,11.0,201.0,255.0,0.021127497777342796,-1.0697766542434692,47473,0.1734642423888101,60.805973052978516,44.48057556152344,0.0,245.0,114.90302276611328,61.446136474609375,0.0,255.0,0.4708061494478001
malignant (129),malignant,data\raw\malignant\malignant (129).png,data\raw\malignant\malignant (129)_mask.png,data\selected\busi_subset\malignant\images\malignant_129.png,data\selected\busi_subset\malignant\masks\malignant_129_mask.png,458,569,260602,74.5348892211914,58.31034469604492,0.0,255.0,55.0,8.0,184.0,255.0,0.7365025281906128,-0.60646653175354,103510,0.3971957237473235,57.44966506958008,48.01438522338867,0.0,248.0,85.7925796508789,61.66314697265625,0.0,255.0,0.33036557116399534
benign (44),benign,data\raw\benign\benign (44).png,data\raw\benign\benign (44)_mask.png,data\selected\busi_subset\benign\images\benign_44.png,data\selected\busi_subset\benign\masks\benign_44_mask.png,580,777,450660,103.32433319091797,63.47166061401367,0.0,254.0,113.0,13.0,200.0,254.0,-0.0020570051856338978,-1.296600580215454,6065,0.013458039320108285,44.32168197631836,31.410070419311523,0.0,196.0,104.12922668457031,63.41932678222656,0.0,254.0,0.5743588674069212
benign (185),benign,data\raw\benign\benign (185).png,data\raw\benign\benign (185)_mask.png,data\selected\busi_subset\benign\images\benign_185.png,data\selected\busi_subset\benign\masks\benign_185_mask.png,592,752,445184,105.70413208007812,60.23542404174805,0.0,255.0,108.0,16.0,206.0,255.0,0.14934390783309937,-0.9589836597442627,3335,0.007491284502587694,103.63838195800781,31.095306396484375,53.0,201.0,105.71973419189453,60.40166473388672,0.0,255.0,0.019687452390978678
benign (412),benign,data\raw\benign\benign (412).png,data\raw\benign\benign (412)_mask.png,data\selected\busi_subset\benign\images\benign_412.png,data\selected\busi_subset\benign\masks\benign_412_mask.png,576,779,448704,95.1544189453125,57.130184173583984,0.0,248.0,88.0,6.0,193.0,248.0,0.22412502765655518,-0.8338449001312256,179884,0.4008968050206818,74.32552337646484,39.02764129638672,0.0,221.0,109.0923080444336,62.8020133972168,0.0,248.0,0.3186914392774716
