image_id,label,method,speckle_index,high_frequency_energy,lesion_background_contrast,robust_bilateral_image_path,robust_bilateral_mask_path,robust_nlm_image_path,robust_nlm_mask_path
benign (56),benign,raw,0.6147462628244105,0.0006424416909280838,0.5258639116163201,,,,
benign (56),benign,robust_bilateral,0.6103278491737653,0.0005597838234457909,0.5356754027953613,data\processed\preprocessed\robust_bilateral\benign\images\benign_56.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_56_mask.png,,
benign (56),benign,robust_nlm,0.6148416899066287,0.000313834042520384,0.5375505317118203,,,data\processed\preprocessed\robust_nlm\benign\images\benign_56.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_56_mask.png
benign (366),benign,raw,0.5270810945025913,0.001657354542074486,0.12757085273418753,,,,
benign (366),benign,robust_bilateral,0.6746222189149226,0.0011261944972382851,0.18107506810029972,data\processed\preprocessed\robust_bilateral\benign\images\benign_366.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_366_mask.png,,
benign (366),benign,robust_nlm,0.677364728668712,0.001890754519605549,0.16439808953421,,,data\processed\preprocessed\robust_nlm\benign\images\benign_366.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_366_mask.png
benign (96),benign,raw,0.6738474675390403,0.0010559377691088598,0.6318543346269688,,,,
benign (96),benign,robust_bilateral,0.678715470664333,0.0008658898693802801,0.6402182174115024,data\processed\preprocessed\robust_bilateral\benign\images\benign_96.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_96_mask.png,,
benign (96),benign,robust_nlm,0.680032778885768,0.0008859201400957402,0.6413530074256328,,,data\processed\preprocessed\robust_nlm\benign\images\benign_96.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_96_mask.png
benign (69),benign,raw,0.6249968624807779,0.0006811052865122462,0.3699207991263862,,,,
benign (69),benign,robust_bilateral,0.6981475640671356,0.0006305229478798315,0.42309805109914495,data\processed\preprocessed\robust_bilateral\benign\images\benign_69.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_69_mask.png,,
benign (69),benign,robust_nlm,0.7019700129684258,0.0005197849696989071,0.42500454393895704,,,data\processed\preprocessed\robust_nlm\benign\images\benign_69.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_69_mask.png
malignant (169),malignant,raw,0.5711401690167112,0.0014803951924942656,-0.03863844438018202,,,,
malignant (169),malignant,robust_bilateral,0.6546777240751347,0.0012714344836982606,-0.020482709637289452,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_169.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_169_mask.png,,
malignant (169),malignant,robust_nlm,0.6568416247977814,0.0013518213208301144,-0.04693649109787935,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_169.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_169_mask.png
benign (228),benign,raw,0.6503282683410069,0.0023104928071709563,-0.39318550626257465,,,,
benign (228),benign,robust_bilateral,0.6816402064619826,0.0019787500806131312,-0.42041834814878726,data\processed\preprocessed\robust_bilateral\benign\images\benign_228.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_228_mask.png,,
benign (228),benign,robust_nlm,0.6854161913286065,0.002015729434783424,-0.420641952975429,,,data\processed\preprocessed\robust_nlm\benign\images\benign_228.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_228_mask.png
benign (156),benign,raw,0.5732026220236071,0.001285206874356559,0.6261738891268367,,,,
benign (156),benign,robust_bilateral,0.5985898571273954,0.0011114185279194806,0.6576800774439775,data\processed\preprocessed\robust_bilateral\benign\images\benign_156.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_156_mask.png,,
benign (156),benign,robust_nlm,0.600165478460763,0.0011987374988142833,0.661261154605691,,,data\processed\preprocessed\robust_nlm\benign\images\benign_156.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_156_mask.png
malignant (144),malignant,raw,0.7792430224882163,0.0017016879480976491,0.7020614278466266,,,,
malignant (144),malignant,robust_bilateral,0.7827569609366601,0.0011449728828249205,0.7107728057206149,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_144.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_144_mask.png,,
malignant (144),malignant,robust_nlm,0.7852839556639551,0.0011671984585441637,0.711906519920707,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_144.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_144_mask.png
benign (219),benign,raw,0.6792914107409287,0.0023278957820970104,-0.33937916870837864,,,,
benign (219),benign,robust_bilateral,0.6895621824960542,0.002019943531399913,-0.3540138472417094,data\processed\preprocessed\robust_bilateral\benign\images\benign_219.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_219_mask.png,,
benign (219),benign,robust_nlm,0.6944453679285068,0.0016526121048003946,-0.3550967330833028,,,data\processed\preprocessed\robust_nlm\benign\images\benign_219.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_219_mask.png
malignant (83),malignant,raw,0.49058920849421883,0.0024817585118145835,0.4549655332078259,,,,
malignant (83),malignant,robust_bilateral,0.56001468696381,0.0007537292699446948,0.5630177759983732,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_83.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_83_mask.png,,
malignant (83),malignant,robust_nlm,0.5645318582468961,0.0017613399702639337,0.540811427210232,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_83.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_83_mask.png
malignant (189),malignant,raw,0.4307516318763272,0.0018803176465503216,0.2577742916315694,,,,
malignant (189),malignant,robust_bilateral,0.742207833528293,0.0031541116479052154,0.4547092419831957,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_189.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_189_mask.png,,
malignant (189),malignant,robust_nlm,0.7501447244124031,0.002896900047071895,0.45611389487778004,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_189.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_189_mask.png
benign (158),benign,raw,0.8877686866517482,0.0032196357762055393,0.4526343426240658,,,,
benign (158),benign,robust_bilateral,0.9683832340500116,0.0026342343995796416,0.4957207075508616,data\processed\preprocessed\robust_bilateral\benign\images\benign_158.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_158_mask.png,,
benign (158),benign,robust_nlm,0.9714000041125185,0.0026682211143034306,0.49670199421171707,,,data\processed\preprocessed\robust_nlm\benign\images\benign_158.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_158_mask.png
benign (112),benign,raw,0.7040191828255092,0.0021299143914092046,-0.35428788406579986,,,,
benign (112),benign,robust_bilateral,0.6872007861439222,0.0008811999746154151,-0.2462364914582768,data\processed\preprocessed\robust_bilateral\benign\images\benign_112.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_112_mask.png,,
benign (112),benign,robust_nlm,0.6939305638316071,0.001071097243966861,-0.2751646906128292,,,data\processed\preprocessed\robust_nlm\benign\images\benign_112.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_112_mask.png
benign (244),benign,raw,0.4240033087701899,0.002788563214730922,0.07382651374292665,,,,
benign (244),benign,robust_bilateral,0.5705422664342273,0.002753590671414413,0.14501511448774335,data\processed\preprocessed\robust_bilateral\benign\images\benign_244.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_244_mask.png,,
benign (244),benign,robust_nlm,0.5799835451600587,0.0036955573126789786,0.10548283448542047,,,data\processed\preprocessed\robust_nlm\benign\images\benign_244.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_244_mask.png
benign (136),benign,raw,0.5669941623397577,0.0013399233645442607,0.7617440015642536,,,,
benign (136),benign,robust_bilateral,0.5669770374292435,0.0011532143074695976,0.7703806659722892,data\processed\preprocessed\robust_bilateral\benign\images\benign_136.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_136_mask.png,,
benign (136),benign,robust_nlm,0.5692218537035142,0.0012930071188313348,0.7726008137464271,,,data\processed\preprocessed\robust_nlm\benign\images\benign_136.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_136_mask.png
malignant (163),malignant,raw,0.5016003878235211,0.001353866452357265,0.19453887185560442,,,,
malignant (163),malignant,robust_bilateral,0.5008714338177743,0.0009130482034620975,0.19576000842239605,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_163.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_163_mask.png,,
malignant (163),malignant,robust_nlm,0.501206753232835,0.001017342946179726,0.1966952143553103,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_163.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_163_mask.png
benign (57),benign,raw,0.9196906852429813,0.003908418678094525,0.5608302018314139,,,,
benign (57),benign,robust_bilateral,0.9101447654576142,0.0034157242105915097,0.5585050714628961,data\processed\preprocessed\robust_bilateral\benign\images\benign_57.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_57_mask.png,,
benign (57),benign,robust_nlm,0.9173360530428506,0.00320798602872735,0.5654302385415286,,,data\processed\preprocessed\robust_nlm\benign\images\benign_57.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_57_mask.png
benign (273),benign,raw,0.5918055363372199,0.0020420346475515903,-0.5449870336579646,,,,
benign (273),benign,robust_bilateral,0.6609841620591065,0.00161794010816923,-0.619500938646803,data\processed\preprocessed\robust_bilateral\benign\images\benign_273.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_273_mask.png,,
benign (273),benign,robust_nlm,0.6649387758138428,0.0018467704506780068,-0.6243801716770093,,,data\processed\preprocessed\robust_nlm\benign\images\benign_273.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_273_mask.png
benign (3),benign,raw,0.5237839255180313,0.0018739356509838827,0.4577212129090889,,,,
benign (3),benign,robust_bilateral,0.6032021112217879,0.001875145715972675,0.5317540324555436,data\processed\preprocessed\robust_bilateral\benign\images\benign_3.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_3_mask.png,,
benign (3),benign,robust_nlm,0.6066091445258648,0.0018835711448753935,0.5345908667750926,,,data\processed\preprocessed\robust_nlm\benign\images\benign_3.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_3_mask.png
benign (147),benign,raw,0.5964562448886696,0.0017811538943925246,0.07779146898581007,,,,
benign (147),benign,robust_bilateral,0.6831232922569638,0.0018062880961085554,0.0858038400858485,data\processed\preprocessed\robust_bilateral\benign\images\benign_147.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_147_mask.png,,
benign (147),benign,robust_nlm,0.6885473594005884,0.0016242933415587374,0.08965487230995337,,,data\processed\preprocessed\robust_nlm\benign\images\benign_147.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_147_mask.png
benign (410),benign,raw,0.4630730188718487,0.0014515335235416287,-0.16282164335858593,,,,
benign (410),benign,robust_bilateral,0.5616840484409688,0.0012475615990524599,-0.20147622901783083,data\processed\preprocessed\robust_bilateral\benign\images\benign_410.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_410_mask.png,,
benign (410),benign,robust_nlm,0.5624554376186502,0.0013992437925460896,-0.201795939436786,,,data\processed\preprocessed\robust_nlm\benign\images\benign_410.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_410_mask.png
benign (372),benign,raw,0.5912008119738086,0.001113863433779825,0.18964761093926077,,,,
benign (372),benign,robust_bilateral,0.6717102726116227,0.000888842384892086,0.2163009479121823,data\processed\preprocessed\robust_bilateral\benign\images\benign_372.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_372_mask.png,,
benign (372),benign,robust_nlm,0.673940997396341,0.0008864733986627527,0.21744765420881057,,,data\processed\preprocessed\robust_nlm\benign\images\benign_372.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_372_mask.png
benign (331),benign,raw,0.4855849539490655,0.004456645055140044,0.47226656318880705,,,,
benign (331),benign,robust_bilateral,0.4951882159101274,0.0020257052397614234,0.5640674280299534,data\processed\preprocessed\robust_bilateral\benign\images\benign_331.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_331_mask.png,,
benign (331),benign,robust_nlm,0.5018026646060512,0.0026439115844338365,0.5275995255275208,,,data\processed\preprocessed\robust_nlm\benign\images\benign_331.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_331_mask.png
malignant (135),malignant,raw,0.49693874939321153,0.0012180797773399948,0.3469644781698046,,,,
malignant (135),malignant,robust_bilateral,0.5253864748174973,0.001074809456755023,0.3694310725241925,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_135.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_135_mask.png,,
malignant (135),malignant,robust_nlm,0.52708128171588,0.0011298543501746788,0.37034046221142597,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_135.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_135_mask.png
malignant (13),malignant,raw,0.48855274871903204,0.002801580384282987,-0.09514239974552664,,,,
malignant (13),malignant,robust_bilateral,0.6022409517465399,0.003265480437106789,-0.12192241178924919,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_13.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_13_mask.png,,
malignant (13),malignant,robust_nlm,0.6135278284346722,0.003138588737415541,-0.11796780849190887,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_13.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_13_mask.png
malignant (97),malignant,raw,0.6344676082858023,0.002074741171348397,-0.2564847689501332,,,,
malignant (97),malignant,robust_bilateral,0.6342536770908692,0.0015171891944148225,-0.26070330111306694,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_97.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_97_mask.png,,
malignant (97),malignant,robust_nlm,0.6366766060085204,0.001585541865486556,-0.26164439535260087,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_97.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_97_mask.png
benign (349),benign,raw,0.8556638589246058,0.0018557101838068274,-0.44584252890904597,,,,
benign (349),benign,robust_bilateral,0.9110862567965221,0.001535352779430739,-0.48606253452978554,data\processed\preprocessed\robust_bilateral\benign\images\benign_349.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_349_mask.png,,
benign (349),benign,robust_nlm,0.9138140210714469,0.001485115126080157,-0.48351653072816486,,,data\processed\preprocessed\robust_nlm\benign\images\benign_349.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_349_mask.png
benign (286),benign,raw,1.1430567496047923,0.011468939788094216,-0.6386096555714288,,,,
benign (286),benign,robust_bilateral,1.1244780861775359,0.0028752957318428315,-0.6032845813100624,data\processed\preprocessed\robust_bilateral\benign\images\benign_286.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_286_mask.png,,
benign (286),benign,robust_nlm,1.134546273222452,0.006830549010325766,-0.6297674069646448,,,data\processed\preprocessed\robust_nlm\benign\images\benign_286.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_286_mask.png
benign (249),benign,raw,0.7282230418673739,0.0034469089380271102,-0.40740561019575905,,,,
benign (249),benign,robust_bilateral,0.7576994060722597,0.002650323977941078,-0.4218562978111563,data\processed\preprocessed\robust_bilateral\benign\images\benign_249.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_249_mask.png,,
benign (249),benign,robust_nlm,0.7636245348350847,0.00322547290091027,-0.43676675849340507,,,data\processed\preprocessed\robust_nlm\benign\images\benign_249.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_249_mask.png
malignant (30),malignant,raw,0.9379230205268484,0.002763173512075687,0.4884429636880095,,,,
malignant (30),malignant,robust_bilateral,0.9468934159576811,0.0021629490244565045,0.49520980863745917,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_30.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_30_mask.png,,
malignant (30),malignant,robust_nlm,0.948858276754447,0.0022583290515506343,0.495402155196026,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_30.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_30_mask.png
benign (78),benign,raw,0.5462911659089104,0.001160713653151548,0.6350259481661393,,,,
benign (78),benign,robust_bilateral,0.5692699201337015,0.0010086315003355033,0.658318570314083,data\processed\preprocessed\robust_bilateral\benign\images\benign_78.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_78_mask.png,,
benign (78),benign,robust_nlm,0.571161157713101,0.001068052918892548,0.6618422070784258,,,data\processed\preprocessed\robust_nlm\benign\images\benign_78.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_78_mask.png
malignant (149),malignant,raw,0.7055741152288041,0.0012069084863933555,0.3496535571635088,,,,
malignant (149),malignant,robust_bilateral,0.7442444711806862,0.0010858894363532047,0.37031425140060187,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_149.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_149_mask.png,,
malignant (149),malignant,robust_nlm,0.7452484033565608,0.0011388795155413771,0.37134781321635685,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_149.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_149_mask.png
benign (199),benign,raw,0.5025748012072078,0.0023102621213565923,0.20977913684127064,,,,
benign (199),benign,robust_bilateral,0.6239421811637834,0.002679536283128514,0.26546298475020713,data\processed\preprocessed\robust_bilateral\benign\images\benign_199.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_199_mask.png,,
benign (199),benign,robust_nlm,0.6316649855803164,0.002556672655086494,0.26560761778259373,,,data\processed\preprocessed\robust_nlm\benign\images\benign_199.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_199_mask.png
malignant (4),malignant,raw,0.6450763560577887,0.0015761282722399888,0.028949060654755224,,,,
malignant (4),malignant,robust_bilateral,0.7306583303794933,0.001184472746648296,0.03353988507603025,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_4.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_4_mask.png,,
malignant (4),malignant,robust_nlm,0.7318211078607566,0.0012814222457945886,0.03473747609601206,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_4.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_4_mask.png
benign (67),benign,raw,0.6456654733030741,0.0012590560378102121,0.5862204705257718,,,,
benign (67),benign,robust_bilateral,0.6452959550802969,0.0009739164552799358,0.5936367070383965,data\processed\preprocessed\robust_bilateral\benign\images\benign_67.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_67_mask.png,,
benign (67),benign,robust_nlm,0.6494502262244405,0.0008373772359418581,0.5956299817484771,,,data\processed\preprocessed\robust_nlm\benign\images\benign_67.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_67_mask.png
benign (10),benign,raw,0.5649349795192377,0.0010066788437773436,0.9120744763685245,,,,
benign (10),benign,robust_bilateral,0.566456489960305,0.0008323441420717833,0.919915196042375,data\processed\preprocessed\robust_bilateral\benign\images\benign_10.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_10_mask.png,,
benign (10),benign,robust_nlm,0.5681630354678888,0.0008554938759831629,0.9222743384288747,,,data\processed\preprocessed\robust_nlm\benign\images\benign_10.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_10_mask.png
malignant (6),malignant,raw,0.6692985004190041,0.001759908953084046,0.30061867707342643,,,,
malignant (6),malignant,robust_bilateral,0.7516808783355501,0.0012786318787622053,0.34029286672673514,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_6.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_6_mask.png,,
malignant (6),malignant,robust_nlm,0.7533137805127625,0.0014040572187470014,0.34245739585172147,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_6.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_6_mask.png
malignant (36),malignant,raw,0.8348501225850302,0.0022352759359191643,-0.4261234464403814,,,,
malignant (36),malignant,robust_bilateral,0.9447356096382775,0.0017967878758713535,-0.5071645410161466,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_36.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_36_mask.png,,
malignant (36),malignant,robust_nlm,0.9474284778267231,0.001916449067719654,-0.5049374470019864,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_36.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_36_mask.png
benign (174),benign,raw,0.9724816909899745,0.0014015298547834648,0.5238071304322791,,,,
benign (174),benign,robust_bilateral,0.9689974849881227,0.0011997291116478202,0.5250557761322726,data\processed\preprocessed\robust_bilateral\benign\images\benign_174.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_174_mask.png,,
benign (174),benign,robust_nlm,0.9724725772502085,0.0010046323732645318,0.5283263061763814,,,data\processed\preprocessed\robust_nlm\benign\images\benign_174.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_174_mask.png
benign (29),benign,raw,0.920521985716952,0.0023006508110396885,0.17449476529835115,,,,
benign (29),benign,robust_bilateral,0.9053654491542933,0.0020629223116167003,0.1644800714402413,data\processed\preprocessed\robust_bilateral\benign\images\benign_29.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_29_mask.png,,
benign (29),benign,robust_nlm,0.9132324052939937,0.0018136137923329006,0.17081110635004704,,,data\processed\preprocessed\robust_nlm\benign\images\benign_29.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_29_mask.png
benign (130),benign,raw,0.6865410103625385,0.0020595681038018624,0.8371536622947205,,,,
benign (130),benign,robust_bilateral,0.686474507574568,0.001631081727099863,0.8479468002623329,data\processed\preprocessed\robust_bilateral\benign\images\benign_130.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_130_mask.png,,
benign (130),benign,robust_nlm,0.6911258478463141,0.00162381456292608,0.8504895404839788,,,data\processed\preprocessed\robust_nlm\benign\images\benign_130.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_130_mask.png
malignant (178),malignant,raw,0.8676739354176641,0.0041424159241430815,-0.01946409641893297,,,,
malignant (178),malignant,robust_bilateral,0.853754572166583,0.002515246977946935,-0.01770768215541652,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_178.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_178_mask.png,,
malignant (178),malignant,robust_nlm,0.860758808225166,0.0026645584704096076,-0.019514099356130677,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_178.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_178_mask.png
malignant (104),malignant,raw,0.5905806789059972,0.0010719510949000256,0.4708061494478001,,,,
malignant (104),malignant,robust_bilateral,0.6018800159405511,0.0007462203515425914,0.48378381610801025,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_104.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_104_mask.png,,
malignant (104),malignant,robust_nlm,0.6038343019987651,0.0006541908613129499,0.4849426190394726,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_104.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_104_mask.png
malignant (129),malignant,raw,0.7823228196261464,0.006762730895022433,0.33036557116399534,,,,
malignant (129),malignant,robust_bilateral,0.7876239592241742,0.0016247397727625137,0.34495093634014223,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_129.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_129_mask.png,,
malignant (129),malignant,robust_nlm,0.7908091693454079,0.005920663287389624,0.33646555185852917,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_129.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_129_mask.png
benign (44),benign,raw,0.6142953809025183,0.0011569311429321476,0.5743588674069212,,,,
benign (44),benign,robust_bilateral,0.642126370788219,0.0009699834439474673,0.6029664272911786,data\processed\preprocessed\robust_bilateral\benign\images\benign_44.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_44_mask.png,,
benign (44),benign,robust_nlm,0.6439797347231208,0.0010628725836800159,0.6065140746335969,,,data\processed\preprocessed\robust_nlm\benign\images\benign_44.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_44_mask.png
benign (185),benign,raw,0.5698492845683231,0.0007070763652918218,0.019687452390978678,,,,
benign (185),benign,robust_bilateral,0.604990676187344,0.0006810268648222774,0.017640624415208587,data\processed\preprocessed\robust_bilateral\benign\images\benign_185.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_185_mask.png,,
benign (185),benign,robust_nlm,0.6070449019645278,0.0006009663274154192,0.02146219299537575,,,data\processed\preprocessed\robust_nlm\benign\images\benign_185.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_185_mask.png
benign (412),benign,raw,0.6003944410234701,0.0009883905740578891,0.3186914392774716,,,,
benign (412),benign,robust_bilateral,0.6036691932290957,0.000753753725099917,0.3219119366225392,data\processed\preprocessed\robust_bilateral\benign\images\benign_412.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_412_mask.png,,
benign (412),benign,robust_nlm,0.6044986909004312,0.0008225252742337147,0.3224964070438682,,,data\processed\preprocessed\robust_nlm\benign\images\benign_412.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_412_mask.png
malignant (39),malignant,raw,0.8560333391304634,0.002037167523589265,0.17668989032608778,,,,
malignant (39),malignant,robust_bilateral,0.863562289065755,0.0014966691116918489,0.17930665844028104,data\processed\preprocessed\robust_bilateral\malignant\images\malignant_39.png,data\processed\preprocessed\robust_bilateral\malignant\masks\malignant_39_mask.png,,
malignant (39),malignant,robust_nlm,0.8665380485103914,0.0015238495097109571,0.18091864081956677,,,data\processed\preprocessed\robust_nlm\malignant\images\malignant_39.png,data\processed\preprocessed\robust_nlm\malignant\masks\malignant_39_mask.png
benign (418),benign,raw,0.7967380477457097,0.0024958952510340513,-0.47627603896865356,,,,
benign (418),benign,robust_bilateral,0.7884329346027636,0.0019940835241524365,-0.4823551108078013,data\processed\preprocessed\robust_bilateral\benign\images\benign_418.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_418_mask.png,,
benign (418),benign,robust_nlm,0.7942803962983335,0.0017743223575250326,-0.4834817807468013,,,data\processed\preprocessed\robust_nlm\benign\images\benign_418.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_418_mask.png
benign (322),benign,raw,0.5268605820108848,0.0019990540269368357,0.12890146808761613,,,,
benign (322),benign,robust_bilateral,0.61400969596244,0.001690574916732897,0.19225014021783537,data\processed\preprocessed\robust_bilateral\benign\images\benign_322.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_322_mask.png,,
benign (322),benign,robust_nlm,0.619607711356449,0.0019731962767783333,0.15330481850945205,,,data\processed\preprocessed\robust_nlm\benign\images\benign_322.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_322_mask.png
benign (111),benign,raw,0.7193859720919615,0.0024985547525429516,0.1925037313162936,,,,
benign (111),benign,robust_bilateral,0.8733555611884337,0.0017741607427465198,0.22950570496863698,data\processed\preprocessed\robust_bilateral\benign\images\benign_111.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_111_mask.png,,
benign (111),benign,robust_nlm,0.8757521411388502,0.0019405864864127456,0.2348712886433739,,,data\processed\preprocessed\robust_nlm\benign\images\benign_111.png,data\processed\preprocessed\robust_nlm\benign\masks\benign_111_mask.png
benign (390),benign,raw,0.4148233407897745,0.0010159135884534691,0.1547487389032199,,,,
benign (390),benign,robust_bilateral,0.5119247726228234,0.0010846534388074935,0.1921803101448846,data\processed\preprocessed\robust_bilateral\benign\images\benign_390.png,data\processed\preprocessed\robust_bilateral\benign\masks\benign_390_mask.png,,
